,Country,Happiness Rank,Happiness Score,Family,Freedom,Generosity,GDP,LE,Trust,Year
137,Ukraine,138.0,4.103,1.413,0.163,0.187,0.793,0.609,0.011,2018
138,Togo,139.0,3.999,0.474,0.434,0.158,0.259,0.253,0.101,2018
139,Guinea,140.0,3.964,0.792,0.394,0.185,0.344,0.211,0.094,2018
140,Lesotho,141.0,3.808,1.215,0.423,0.116,0.472,0.079,0.112,2018
141,Angola,142.0,3.795,1.125,0.0,0.079,0.73,0.269,0.061,2018
142,Madagascar,143.0,3.774,0.908,0.221,0.155,0.262,0.402,0.049,2018
143,Zimbabwe,144.0,3.692,1.094,0.406,0.132,0.357,0.248,0.099,2018
144,Afghanistan,145.0,3.632,0.537,0.085,0.191,0.332,0.255,0.036,2018
145,Botswana,146.0,3.59,1.174,0.557,0.042,1.017,0.417,0.092,2018
146,Malawi,147.0,3.587,0.541,0.531,0.21,0.186,0.306,0.08,2018
147,Haiti,148.0,3.582,0.714,0.025,0.392,0.315,0.289,0.104,2018
148,Liberia,149.0,3.495,0.858,0.419,0.206,0.076,0.267,0.03,2018
149,Syria,150.0,3.462,0.382,0.088,0.376,0.689,0.539,0.144,2018
150,Rwanda,151.0,3.408,0.896,0.636,0.2,0.332,0.4,0.444,2018
151,Yemen,152.0,3.355,1.073,0.244,0.083,0.442,0.343,0.064,2018
152,Tanzania,153.0,3.303,0.991,0.481,0.27,0.455,0.381,0.097,2018
153,South Sudan,154.0,3.254,0.608,0.112,0.224,0.337,0.177,0.106,2018
154,Central African Republic,155.0,3.083,0.0,0.305,0.218,0.024,0.01,0.038,2018
155,Burundi,156.0,2.905,0.627,0.065,0.149,0.091,0.145,0.076,2018
0,Finland,1.0,7.769,1.587,0.596,0.153,1.34,0.986,0.393,2019
1,Denmark,2.0,7.6,1.573,0.592,0.252,1.383,0.996,0.41,2019
2,Norway,3.0,7.554,1.582,0.603,0.271,1.488,1.028,0.341,2019
3,Iceland,4.0,7.494,1.624,0.591,0.354,1.38,1.026,0.118,2019
4,Netherlands,5.0,7.488,1.522,0.557,0.322,1.396,0.999,0.298,2019
5,Switzerland,6.0,7.48,1.526,0.572,0.263,1.452,1.052,0.343,2019
6,Sweden,7.0,7.343,1.487,0.574,0.267,1.387,1.009,0.373,2019
7,New Zealand,8.0,7.307,1.557,0.585,0.33,1.303,1.026,0.38,2019
8,Canada,9.0,7.278,1.505,0.584,0.285,1.365,1.039,0.308,2019
9,Austria,10.0,7.246,1.475,0.532,0.244,1.376,1.016,0.226,2019
10,Australia,11.0,7.228,1.548,0.557,0.332,1.372,1.036,0.29,2019
11,Costa Rica,12.0,7.167,1.441,0.558,0.144,1.034,0.963,0.093,2019
12,Israel,13.0,7.139,1.455,0.371,0.261,1.276,1.029,0.082,2019
13,Luxembourg,14.0,7.09,1.479,0.526,0.194,1.609,1.012,0.316,2019
14,United Kingdom,15.0,7.054,1.538,0.45,0.348,1.333,0.996,0.278,2019
15,Ireland,16.0,7.021,1.553,0.516,0.298,1.499,0.999,0.31,2019
16,Germany,17.0,6.985,1.454,0.495,0.261,1.373,0.987,0.265,2019
17,Belgium,18.0,6.923,1.504,0.473,0.16,1.356,0.986,0.21,2019
18,United States,19.0,6.892,1.457,0.454,0.28,1.433,0.874,0.128,2019
19,Czech Republic,20.0,6.852,1.487,0.457,0.046,1.269,0.92,0.036,2019
20,United Arab Emirates,21.0,6.825,1.31,0.598,0.262,1.503,0.825,0.182,2019
21,Malta,22.0,6.726,1.52,0.564,0.375,1.3,0.999,0.151,2019
22,Mexico,23.0,6.595,1.323,0.433,0.074,1.07,0.861,0.073,2019
23,France,24.0,6.592,1.472,0.436,0.111,1.324,1.045,0.183,2019
24,Taiwan,25.0,6.446,1.43,0.351,0.242,1.368,0.914,0.097,2019
25,Chile,26.0,6.444,1.369,0.357,0.187,1.159,0.92,0.056,2019
26,Guatemala,27.0,6.436,1.269,0.535,0.175,0.8,0.746,0.078,2019
27,Saudi Arabia,28.0,6.375,1.357,0.439,0.08,1.403,0.795,0.132,2019
28,Qatar,29.0,6.374,1.313,0.555,0.22,1.684,0.871,0.167,2019
29,Spain,30.0,6.354,1.484,0.362,0.153,1.286,1.062,0.079,2019
30,Panama,31.0,6.321,1.442,0.516,0.109,1.149,0.91,0.054,2019
31,Brazil,32.0,6.3,1.439,0.39,0.099,1.004,0.802,0.086,2019
32,Uruguay,33.0,6.293,1.465,0.523,0.127,1.124,0.891,0.15,2019
33,Singapore,34.0,6.262,1.463,0.556,0.271,1.572,1.141,0.453,2019
34,El Salvador,35.0,6.253,1.242,0.43,0.093,0.794,0.789,0.074,2019
35,Italy,36.0,6.223,1.488,0.231,0.158,1.294,1.039,0.03,2019
36,Bahrain,37.0,6.199,1.368,0.536,0.255,1.362,0.871,0.11,2019
37,Slovakia,38.0,6.198,1.504,0.334,0.121,1.246,0.881,0.014,2019
38,Trinidad & Tobago,39.0,6.192,1.477,0.489,0.185,1.231,0.713,0.016,2019
39,Poland,40.0,6.182,1.438,0.483,0.117,1.206,0.884,0.05,2019
40,Uzbekistan,41.0,6.174,1.529,0.631,0.322,0.745,0.756,0.24,2019
41,Lithuania,42.0,6.149,1.515,0.291,0.043,1.238,0.818,0.042,2019
42,Colombia,43.0,6.125,1.41,0.47,0.099,0.985,0.841,0.034,2019
43,Slovenia,44.0,6.118,1.523,0.564,0.144,1.258,0.953,0.057,2019
44,Nicaragua,45.0,6.105,1.325,0.435,0.2,0.694,0.835,0.127,2019
45,Kosovo,46.0,6.1,1.232,0.489,0.262,0.882,0.758,0.006,2019
46,Argentina,47.0,6.086,1.432,0.471,0.066,1.092,0.881,0.05,2019
47,Romania,48.0,6.07,1.232,0.462,0.083,1.162,0.825,0.005,2019
48,Cyprus,49.0,6.046,1.223,0.406,0.19,1.263,1.042,0.041,2019
49,Ecuador,50.0,6.028,1.312,0.498,0.126,0.912,0.868,0.087,2019
50,Kuwait,51.0,6.021,1.319,0.493,0.142,1.5,0.808,0.097,2019
51,Thailand,52.0,6.008,1.409,0.557,0.359,1.05,0.828,0.028,2019
52,Latvia,53.0,5.94,1.465,0.264,0.075,1.187,0.812,0.064,2019
53,South Korea,54.0,5.895,1.219,0.159,0.175,1.301,1.036,0.056,2019
54,Estonia,55.0,5.893,1.528,0.495,0.103,1.237,0.874,0.161,2019
55,Jamaica,56.0,5.89,1.478,0.49,0.107,0.831,0.831,0.028,2019
56,Mauritius,57.0,5.888,1.402,0.498,0.215,1.12,0.798,0.06,2019
57,Japan,58.0,5.886,1.419,0.445,0.069,1.327,1.088,0.14,2019
58,Honduras,59.0,5.86,1.236,0.507,0.246,0.642,0.828,0.078,2019
59,Kazakhstan,60.0,5.809,1.508,0.41,0.146,1.173,0.729,0.096,2019
60,Bolivia,61.0,5.779,1.209,0.511,0.137,0.776,0.706,0.064,2019
61,Hungary,62.0,5.758,1.41,0.199,0.081,1.201,0.828,0.02,2019
62,Paraguay,63.0,5.743,1.475,0.514,0.184,0.855,0.777,0.08,2019
63,Northern Cyprus,64.0,5.718,1.252,0.417,0.191,1.263,1.042,0.162,2019
64,Peru,65.0,5.697,1.274,0.455,0.083,0.96,0.854,0.027,2019
65,Portugal,66.0,5.693,1.431,0.508,0.047,1.221,0.999,0.025,2019
66,Pakistan,67.0,5.653,0.886,0.313,0.22,0.677,0.535,0.098,2019
67,Russia,68.0,5.648,1.452,0.334,0.082,1.183,0.726,0.031,2019
68,Philippines,69.0,5.631,1.293,0.558,0.117,0.807,0.657,0.107,2019
69,Serbia,70.0,5.603,1.383,0.282,0.137,1.004,0.854,0.039,2019
70,Moldova,71.0,5.529,1.328,0.245,0.181,0.685,0.739,0.0,2019
71,Libya,72.0,5.525,1.303,0.416,0.133,1.044,0.673,0.152,2019
72,Montenegro,73.0,5.523,1.361,0.197,0.142,1.051,0.871,0.08,2019
73,Tajikistan,74.0,5.467,1.098,0.389,0.23,0.493,0.718,0.144,2019
74,Croatia,75.0,5.432,1.266,0.296,0.119,1.155,0.914,0.022,2019
75,Hong Kong,76.0,5.43,1.277,0.44,0.258,1.438,1.122,0.287,2019
76,Dominican Republic,77.0,5.425,1.401,0.497,0.113,1.015,0.779,0.101,2019
77,Bosnia and Herzegovina,78.0,5.386,1.212,0.212,0.263,0.945,0.845,0.006,2019
78,Turkey,79.0,5.373,1.36,0.195,0.083,1.183,0.808,0.106,2019
79,Malaysia,80.0,5.339,1.171,0.508,0.26,1.221,0.828,0.024,2019
80,Belarus,81.0,5.323,1.465,0.235,0.094,1.067,0.789,0.142,2019
81,Greece,82.0,5.287,1.156,0.067,0.0,1.181,0.999,0.034,2019
82,Mongolia,83.0,5.285,1.531,0.317,0.235,0.948,0.667,0.038,2019
83,North Macedonia,84.0,5.274,1.294,0.345,0.185,0.983,0.838,0.034,2019
84,Nigeria,85.0,5.265,1.111,0.426,0.215,0.696,0.245,0.041,2019
85,Kyrgyzstan,86.0,5.261,1.438,0.508,0.3,0.551,0.723,0.023,2019
86,Turkmenistan,87.0,5.247,1.538,0.394,0.244,1.052,0.657,0.028,2019
87,Algeria,88.0,5.211,1.16,0.086,0.073,1.002,0.785,0.114,2019
88,Morocco,89.0,5.208,0.782,0.418,0.036,0.801,0.782,0.076,2019
89,Azerbaijan,90.0,5.208,1.147,0.351,0.035,1.043,0.769,0.182,2019
90,Lebanon,91.0,5.197,1.224,0.216,0.166,0.987,0.815,0.027,2019
91,Indonesia,92.0,5.192,1.203,0.491,0.498,0.931,0.66,0.028,2019
92,China,93.0,5.191,1.125,0.521,0.058,1.029,0.893,0.1,2019
93,Vietnam,94.0,5.175,1.346,0.543,0.147,0.741,0.851,0.073,2019
94,Bhutan,95.0,5.082,1.321,0.457,0.37,0.813,0.604,0.167,2019
95,Cameroon,96.0,5.044,0.91,0.381,0.187,0.549,0.331,0.037,2019
96,Bulgaria,97.0,5.011,1.513,0.311,0.081,1.092,0.815,0.004,2019
97,Ghana,98.0,4.996,0.868,0.381,0.245,0.611,0.486,0.04,2019
98,Ivory Coast,99.0,4.944,0.808,0.352,0.154,0.569,0.232,0.09,2019
99,Nepal,100.0,4.913,1.226,0.439,0.285,0.446,0.677,0.089,2019
100,Jordan,101.0,4.906,1.225,0.383,0.11,0.837,0.815,0.13,2019
101,Benin,102.0,4.883,0.437,0.349,0.175,0.393,0.397,0.082,2019
102,Congo (Brazzaville),103.0,4.812,0.799,0.372,0.105,0.673,0.508,0.093,2019
103,Gabon,104.0,4.799,1.183,0.295,0.043,1.057,0.571,0.055,2019
104,Laos,105.0,4.796,1.03,0.547,0.266,0.764,0.551,0.164,2019
105,South Africa,106.0,4.722,1.351,0.389,0.13,0.96,0.469,0.055,2019
106,Albania,107.0,4.719,0.848,0.383,0.178,0.947,0.874,0.027,2019
107,Venezuela,108.0,4.707,1.427,0.154,0.064,0.96,0.805,0.047,2019
108,Cambodia,109.0,4.7,1.122,0.609,0.232,0.574,0.637,0.062,2019
109,Palestinian Territories,110.0,4.696,1.247,0.225,0.103,0.657,0.672,0.066,2019
110,Senegal,111.0,4.681,1.134,0.292,0.153,0.45,0.571,0.072,2019
111,Somalia,112.0,4.668,0.698,0.559,0.243,0.0,0.268,0.27,2019
112,Namibia,113.0,4.639,1.313,0.401,0.07,0.879,0.477,0.056,2019
113,Niger,114.0,4.628,0.774,0.318,0.188,0.138,0.366,0.102,2019
114,Burkina Faso,115.0,4.587,1.056,0.255,0.177,0.331,0.38,0.113,2019
115,Armenia,116.0,4.559,1.055,0.283,0.095,0.85,0.815,0.064,2019
116,Iran,117.0,4.548,0.842,0.305,0.27,1.1,0.785,0.125,2019
117,Guinea,118.0,4.534,0.829,0.332,0.207,0.38,0.375,0.086,2019
118,Georgia,119.0,4.519,0.666,0.346,0.043,0.886,0.752,0.164,2019
119,Gambia,120.0,4.516,0.939,0.382,0.269,0.308,0.428,0.167,2019
120,Kenya,121.0,4.509,0.983,0.431,0.372,0.512,0.581,0.053,2019
121,Mauritania,122.0,4.49,1.167,0.066,0.106,0.57,0.489,0.088,2019
122,Mozambique,123.0,4.466,0.986,0.494,0.197,0.204,0.39,0.138,2019
123,Tunisia,124.0,4.461,1.0,0.167,0.059,0.921,0.815,0.055,2019
124,Bangladesh,125.0,4.456,0.928,0.527,0.166,0.562,0.723,0.143,2019
125,Iraq,126.0,4.437,0.98,0.241,0.148,1.043,0.574,0.089,2019
126,Congo (Kinshasa),127.0,4.418,1.125,0.269,0.212,0.094,0.357,0.053,2019
127,Mali,128.0,4.39,1.105,0.327,0.153,0.385,0.308,0.052,2019
128,Sierra Leone,129.0,4.374,0.841,0.309,0.252,0.268,0.242,0.045,2019
129,Sri Lanka,130.0,4.366,1.265,0.47,0.244,0.949,0.831,0.047,2019
130,Myanmar,131.0,4.36,1.181,0.525,0.566,0.71,0.555,0.172,2019
131,Chad,132.0,4.35,0.766,0.174,0.198,0.35,0.192,0.078,2019
132,Ukraine,133.0,4.332,1.39,0.178,0.187,0.82,0.739,0.01,2019
133,Ethiopia,134.0,4.286,1.033,0.344,0.209,0.336,0.532,0.1,2019
134,Swaziland,135.0,4.212,1.149,0.313,0.074,0.811,0.0,0.135,2019
135,Uganda,136.0,4.189,1.069,0.356,0.252,0.332,0.443,0.06,2019
136,Egypt,137.0,4.166,1.039,0.241,0.076,0.913,0.644,0.067,2019
137,Zambia,138.0,4.107,1.058,0.431,0.247,0.578,0.426,0.087,2019
138,Togo,139.0,4.085,0.572,0.293,0.177,0.275,0.41,0.085,2019
139,India,140.0,4.015,0.765,0.498,0.2,0.755,0.588,0.085,2019
140,Liberia,141.0,3.975,0.922,0.37,0.233,0.073,0.443,0.033,2019
141,Comoros,142.0,3.973,0.757,0.142,0.275,0.274,0.505,0.078,2019
142,Madagascar,143.0,3.933,0.916,0.148,0.169,0.274,0.555,0.041,2019
143,Lesotho,144.0,3.802,1.169,0.359,0.107,0.489,0.168,0.093,2019
144,Burundi,145.0,3.775,0.447,0.22,0.176,0.046,0.38,0.18,2019
145,Zimbabwe,146.0,3.663,1.114,0.361,0.151,0.366,0.433,0.089,2019
146,Haiti,147.0,3.597,0.688,0.026,0.419,0.323,0.449,0.11,2019
147,Botswana,148.0,3.488,1.145,0.455,0.025,1.041,0.538,0.1,2019
148,Syria,149.0,3.462,0.378,0.013,0.331,0.619,0.44,0.141,2019
149,Malawi,150.0,3.41,0.56,0.443,0.218,0.191,0.495,0.089,2019
150,Yemen,151.0,3.38,1.163,0.143,0.108,0.287,0.463,0.077,2019
151,Rwanda,152.0,3.334,0.711,0.555,0.217,0.359,0.614,0.411,2019
152,Tanzania,153.0,3.231,0.885,0.417,0.276,0.476,0.499,0.147,2019
153,Afghanistan,154.0,3.203,0.517,0.0,0.158,0.35,0.361,0.025,2019
154,Central African Republic,155.0,3.083,0.0,0.225,0.235,0.026,0.105,0.035,2019
155,South Sudan,156.0,2.853,0.575,0.01,0.202,0.306,0.295,0.091,2019
